qid,map
268,0.000000
269,0.000000
27,1.000000
270,0.000000
271,0.166667
272,0.000000
273,0.083333
274,0.333333
275,1.000000
276,0.000000
277,0.125000
278,0.000000
279,0.071429
28,0.000000
280,0.142857
281,0.500000
282,0.000000
283,1.000000
284,0.333333
285,0.090909
286,1.000000
287,0.000000
288,0.125000
289,0.000000
29,1.000000
290,0.000000
291,0.000000
292,0.000000
293,1.000000
294,0.058824
295,1.000000
296,1.000000
297,0.000000
298,0.250000
299,0.000000
3,0.000000
30,0.000000
300,0.000000
301,0.111111
302,0.142857
303,0.000000
304,0.000000
305,0.333333
306,0.100000
307,0.000000
308,0.000000
309,1.000000
31,0.500000
310,0.333333
311,0.000000
312,0.000000
313,0.000000
314,0.000000
315,1.000000
316,0.333333
317,0.125000
318,0.333333
319,0.250000
32,0.500000
320,1.000000
321,0.000000
322,1.000000
323,1.000000
324,0.000000
325,0.142857
326,0.000000
327,1.000000
328,0.000000
329,1.000000
33,0.071429
330,0.500000
331,0.000000
332,0.000000
333,0.142857
334,0.000000
335,0.000000
336,0.000000
337,0.166667
338,1.000000
339,0.000000
34,0.000000
340,0.000000
341,0.000000
342,0.250000
343,0.000000
344,0.000000
345,1.000000
346,0.200000
347,0.000000
348,0.500000
349,0.000000
35,0.000000
350,0.000000
351,0.142857
352,0.111111
353,0.000000
354,0.090909
355,1.000000
356,0.000000
357,1.000000
358,0.200000
359,1.000000
36,0.000000
360,0.000000
361,0.250000
362,0.000000
363,0.000000
364,0.000000
365,1.000000
366,0.062500
367,0.250000
368,0.500000
369,0.000000
37,0.062500
370,0.500000
371,0.125000
372,0.333333
373,0.333333
374,0.083333
375,0.000000
376,1.000000
377,0.333333
378,0.000000
379,0.000000
38,0.200000
380,0.000000
381,1.000000
382,0.000000
383,1.000000
384,0.200000
385,0.500000
386,0.333333
387,1.000000
388,0.200000
389,0.111111
39,0.000000
390,0.000000
391,0.500000
392,0.000000
393,1.000000
394,0.500000
395,0.000000
396,1.000000
397,0.000000
398,0.000000
399,0.000000
4,0.000000
40,1.000000
400,0.500000
401,0.000000
402,1.000000
403,0.000000
404,0.000000
405,0.125000
406,1.000000
407,0.333333
408,0.000000
409,0.000000
41,0.000000
410,0.000000
411,0.000000
412,0.000000
413,0.500000
414,0.200000
415,0.000000
416,0.500000
417,0.500000
418,0.250000
419,0.250000
42,0.600000
420,0.000000
421,0.166667
422,0.000000
423,0.000000
424,0.250000
425,0.166667
426,0.000000
427,0.000000
428,0.000000
429,0.052632
43,1.000000
430,0.500000
431,0.000000
432,0.000000
433,0.000000
434,1.000000
435,1.000000
436,0.000000
437,0.000000
438,0.000000
439,0.000000
44,0.000000
440,0.125000
441,1.000000
442,1.000000
443,1.000000
444,0.200000
445,0.333333
446,0.142857
447,0.000000
448,1.000000
449,0.058824
45,0.100000
450,0.000000
451,0.000000
452,0.000000
453,0.000000
454,0.125000
455,0.333333
456,0.000000
457,0.000000
458,0.250000
459,1.000000
46,0.000000
460,0.000000
461,1.000000
462,0.166667
463,0.000000
464,1.000000
465,1.000000
466,0.000000
467,0.000000
468,0.000000
469,0.000000
47,0.062500
470,0.166667
471,0.055556
472,0.071429
473,0.000000
474,0.500000
475,0.000000
476,0.250000
477,0.000000
478,0.333333
479,0.500000
48,0.250000
480,0.000000
481,0.000000
482,1.000000
483,0.100000
484,0.111111
485,0.333333
486,1.000000
487,0.000000
488,0.200000
489,0.500000
49,0.000000
490,0.200000
491,1.000000
492,1.000000
493,1.000000
494,0.333333
495,0.000000
496,0.000000
497,1.000000
498,0.000000
499,0.000000
5,0.000000
50,0.000000
500,1.000000
501,0.333333
502,0.000000
503,1.000000
504,0.000000
505,0.333333
506,0.000000
507,0.000000
508,0.166667
509,0.000000
51,0.250000
510,0.000000
511,0.000000
512,0.000000
513,0.250000
514,0.055556
515,0.166667
516,1.000000
517,0.500000
518,0.142857
519,0.500000
52,0.166667
520,0.000000
521,0.200000
522,0.500000
523,0.142857
524,0.333333
525,1.000000
526,0.166667
527,1.000000
528,0.000000
529,0.333333
53,0.000000
530,1.000000
531,1.000000
532,1.000000
533,0.090909
534,0.000000
535,0.500000
536,1.000000
537,0.500000
538,0.000000
539,0.125000
54,1.000000
540,0.000000
541,1.000000
542,0.058824
543,0.200000
544,0.000000
545,0.333333
546,1.000000
547,0.333333
548,1.000000
549,0.052632
55,0.000000
550,0.000000
551,1.000000
552,0.000000
553,0.250000
554,0.000000
555,0.055556
556,0.000000
557,0.000000
558,0.000000
559,0.142857
56,0.000000
560,0.000000
561,1.000000
562,0.142857
563,0.166667
564,0.000000
565,0.333333
566,0.000000
567,1.000000
568,0.366667
569,0.500000
57,0.500000
570,0.333333
571,0.142857
572,0.500000
573,0.000000
574,0.000000
575,0.000000
576,1.000000
577,0.500000
578,0.333333
579,0.000000
58,0.000000
580,0.000000
581,0.000000
582,1.000000
583,0.500000
584,0.500000
585,0.200000
586,1.000000
587,0.200000
588,1.000000
589,1.000000
59,0.000000
590,0.000000
591,0.200000
592,0.000000
593,0.125000
594,0.333333
595,0.000000
596,1.000000
6,0.200000
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.333333
65,0.000000
66,0.000000
67,0.000000
68,0.500000
69,0.000000
7,1.000000
70,0.000000
71,0.000000
72,0.000000
73,0.111111
74,0.000000
75,0.000000
76,0.000000
77,1.000000
78,0.500000
79,0.250000
8,0.000000
80,0.500000
81,0.125000
82,0.076923
83,0.125000
84,0.000000
85,1.000000
86,0.000000
87,0.000000
88,1.000000
89,0.052632
9,1.000000
90,0.000000
91,0.000000
92,0.000000
93,0.000000
94,0.000000
95,0.000000
96,0.250000
97,0.000000
98,0.000000
99,0.200000
