qid,ndcg@50
291,0.000000
292,0.000000
293,0.000000
294,0.000000
295,0.000000
296,0.000000
297,0.000000
298,0.630930
299,0.000000
3,0.000000
30,0.000000
300,0.000000
301,0.000000
302,0.000000
303,0.000000
304,0.000000
305,0.000000
306,0.000000
307,0.000000
308,0.000000
309,0.000000
31,1.000000
310,0.000000
311,0.264068
312,0.000000
313,0.500000
314,0.000000
315,0.000000
316,0.500000
317,0.000000
318,0.000000
319,0.000000
32,0.000000
320,0.000000
321,0.000000
322,0.000000
323,0.000000
324,0.000000
325,0.000000
326,0.000000
327,0.000000
328,0.000000
329,0.000000
33,0.000000
330,0.630930
331,0.000000
332,0.630930
333,0.000000
334,0.613147
335,0.000000
336,0.000000
337,0.000000
338,0.386853
339,0.000000
34,0.000000
340,0.000000
341,0.000000
342,0.000000
343,0.000000
344,0.000000
345,1.000000
346,1.000000
347,0.000000
348,0.000000
349,0.000000
35,0.000000
350,0.000000
351,0.000000
352,0.000000
353,0.000000
354,0.000000
355,0.000000
356,0.000000
357,0.000000
358,0.500000
359,0.500000
36,0.000000
360,0.000000
361,1.000000
362,0.000000
363,0.000000
364,0.000000
365,0.500000
366,0.000000
367,0.000000
368,0.630930
369,0.000000
37,0.000000
370,0.000000
371,0.000000
372,0.000000
373,0.000000
374,0.630930
375,0.000000
376,0.000000
377,0.630930
378,0.000000
379,1.000000
38,0.000000
380,0.000000
381,0.000000
382,0.000000
383,0.000000
384,0.000000
385,0.000000
386,0.500000
387,0.000000
388,0.500000
389,0.000000
39,0.000000
390,0.000000
391,0.000000
392,0.000000
393,0.000000
394,0.000000
395,0.000000
396,0.500000
397,0.000000
398,0.000000
399,0.000000
4,0.000000
40,0.000000
400,0.430677
401,0.000000
402,0.000000
403,0.000000
404,0.000000
405,0.430677
406,0.000000
407,0.000000
408,0.000000
409,0.000000
41,0.500000
410,0.430677
411,0.000000
412,0.000000
413,0.630930
414,0.000000
415,0.630930
416,0.000000
417,0.000000
418,1.000000
419,0.000000
42,0.613147
420,0.356207
421,0.000000
422,0.000000
423,0.000000
424,1.000000
425,0.630930
426,0.000000
427,0.000000
428,1.000000
429,0.000000
43,0.000000
430,0.000000
431,0.386853
432,0.000000
433,0.000000
434,0.000000
435,0.630930
436,0.000000
437,0.000000
438,0.000000
439,0.000000
44,0.000000
440,0.500000
441,1.000000
442,0.000000
443,0.630930
444,0.000000
445,0.000000
446,0.356207
447,0.000000
448,1.000000
449,0.000000
45,0.000000
450,1.000000
451,0.000000
452,0.000000
453,0.000000
454,0.000000
455,0.630930
456,1.000000
457,1.000000
458,0.000000
459,0.000000
46,0.000000
460,0.000000
461,1.000000
462,0.356207
463,0.500000
464,0.000000
465,0.000000
466,0.000000
467,0.000000
468,0.000000
469,0.500000
47,0.000000
470,0.000000
471,0.000000
472,0.270238
473,0.000000
474,0.630930
475,0.000000
476,0.630930
477,0.000000
478,0.000000
479,0.000000
48,0.000000
480,0.000000
481,0.630930
482,0.000000
483,0.000000
484,0.000000
485,0.630930
486,1.000000
487,0.000000
488,0.630930
489,0.000000
49,0.000000
490,1.000000
491,0.500000
492,0.000000
493,0.000000
494,0.000000
495,0.000000
496,0.000000
497,1.000000
498,0.000000
499,1.000000
5,0.000000
50,0.000000
500,0.630930
501,0.000000
502,0.000000
503,0.630930
504,0.000000
505,0.000000
506,0.000000
507,0.000000
508,0.333333
509,0.000000
51,0.000000
510,0.000000
511,0.000000
512,0.000000
513,0.630930
514,0.000000
515,0.000000
516,0.500000
517,0.000000
518,0.500000
519,0.000000
52,0.000000
520,0.000000
521,0.000000
522,0.289065
523,1.000000
524,0.000000
525,1.000000
526,0.500000
527,0.000000
528,0.000000
529,0.000000
53,0.000000
530,0.000000
531,0.000000
532,0.000000
533,0.000000
534,0.000000
535,0.000000
536,0.630930
537,0.630930
538,0.000000
539,0.430677
54,1.000000
540,0.000000
541,0.500000
542,0.386853
543,0.000000
544,0.000000
545,1.000000
546,1.000000
547,1.000000
548,1.000000
549,0.000000
55,0.000000
550,0.000000
551,1.000000
552,0.000000
553,1.000000
554,0.000000
555,0.000000
556,0.000000
557,0.000000
558,0.000000
559,0.000000
56,0.000000
560,0.000000
561,0.430677
562,0.430677
563,0.000000
564,0.000000
565,0.000000
566,0.000000
567,0.000000
568,0.000000
569,0.000000
57,1.000000
570,1.000000
571,1.000000
572,0.000000
573,0.000000
574,0.630930
575,0.000000
576,0.333333
577,1.000000
578,0.386853
579,0.000000
58,0.000000
580,0.000000
581,0.000000
582,0.630930
583,1.000000
584,0.000000
585,1.000000
586,0.000000
587,1.000000
588,1.000000
589,1.000000
59,0.000000
590,0.000000
591,0.000000
592,0.000000
593,0.000000
594,1.000000
595,0.000000
596,1.000000
6,0.255958
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.000000
65,0.000000
66,0.000000
67,0.000000
68,0.000000
69,0.000000
7,0.000000
70,0.000000
71,0.000000
72,0.000000
73,0.000000
74,0.000000
75,0.000000
76,0.000000
77,0.000000
78,0.000000
79,0.000000
8,0.296082
80,0.000000
81,1.000000
82,0.000000
83,1.000000
84,0.000000
85,0.000000
86,0.000000
87,0.000000
88,0.000000
89,0.356207
9,0.000000
90,0.000000
91,1.000000
92,0.000000
93,0.000000
94,0.000000
95,0.000000
96,0.169580
97,0.000000
98,0.000000
99,0.000000
