qid,map
292,0.000000
293,0.027778
294,0.022222
295,0.043478
296,0.000000
297,0.000000
298,0.166667
299,0.000000
3,0.000000
30,0.000000
300,0.000000
301,0.000000
302,0.000000
303,0.000000
304,0.000000
305,0.000000
306,0.000000
307,0.000000
308,0.000000
309,0.021277
31,0.125000
310,0.000000
311,0.026316
312,0.000000
313,0.500000
314,0.000000
315,0.000000
316,0.200000
317,0.000000
318,0.000000
319,0.000000
32,0.000000
320,0.000000
321,0.000000
322,0.040000
323,0.000000
324,0.000000
325,0.000000
326,0.000000
327,0.041667
328,0.012195
329,0.000000
33,0.040000
330,1.000000
331,0.000000
332,0.066667
333,0.000000
334,0.025000
335,0.000000
336,0.027027
337,0.000000
338,0.250000
339,0.000000
34,0.000000
340,0.000000
341,0.000000
342,0.000000
343,0.000000
344,0.000000
345,0.333333
346,0.050000
347,0.000000
348,0.000000
349,0.025641
35,0.000000
350,0.000000
351,0.000000
352,0.000000
353,0.000000
354,0.000000
355,0.041667
356,0.000000
357,0.043478
358,1.000000
359,0.083333
36,0.000000
360,0.000000
361,1.000000
362,0.000000
363,0.000000
364,0.000000
365,0.200000
366,0.000000
367,0.022727
368,0.250000
369,0.000000
37,0.000000
370,0.000000
371,0.000000
372,0.000000
373,0.040000
374,0.333333
375,0.000000
376,0.000000
377,0.125000
378,0.000000
379,0.333333
38,0.000000
380,0.000000
381,0.000000
382,0.000000
383,0.000000
384,0.000000
385,0.000000
386,0.076923
387,0.000000
388,0.500000
389,0.000000
39,0.000000
390,0.000000
391,0.045455
392,0.000000
393,0.000000
394,0.000000
395,0.000000
396,0.500000
397,0.000000
398,0.000000
399,0.000000
4,0.000000
40,0.000000
400,0.142857
401,0.000000
402,0.000000
403,0.000000
404,0.000000
405,0.090909
406,0.000000
407,0.000000
408,0.000000
409,0.000000
41,0.062500
410,0.050000
411,0.000000
412,0.000000
413,0.050000
414,0.000000
415,0.066667
416,0.000000
417,0.020833
418,1.000000
419,0.000000
42,0.108466
420,0.125000
421,0.038462
422,0.000000
423,0.000000
424,0.100000
425,1.000000
426,0.000000
427,0.000000
428,0.333333
429,0.000000
43,0.000000
430,0.000000
431,0.200000
432,0.000000
433,0.000000
434,0.033333
435,0.125000
436,0.026316
437,0.000000
438,0.040000
439,0.000000
44,0.000000
440,0.052632
441,0.333333
442,0.043478
443,0.500000
444,0.000000
445,0.000000
446,0.071429
447,0.000000
448,1.000000
449,0.000000
45,0.040000
450,0.090909
451,0.000000
452,0.000000
453,0.034483
454,0.000000
455,1.000000
456,0.200000
457,0.100000
458,0.038462
459,0.000000
46,0.000000
460,0.000000
461,0.090909
462,0.062500
463,0.052632
464,0.030303
465,0.000000
466,0.000000
467,0.000000
468,0.000000
469,0.250000
47,0.000000
470,0.000000
471,0.000000
472,0.050000
473,0.000000
474,0.333333
475,0.000000
476,0.333333
477,0.000000
478,0.000000
479,0.000000
48,0.000000
480,0.000000
481,1.000000
482,0.027027
483,0.000000
484,0.000000
485,0.055556
486,1.000000
487,0.000000
488,0.062500
489,0.000000
49,0.000000
490,0.125000
491,0.500000
492,0.029412
493,0.000000
494,0.000000
495,0.000000
496,0.000000
497,0.100000
498,0.024390
499,0.100000
5,0.000000
50,0.000000
500,0.500000
501,0.000000
502,0.020408
503,1.000000
504,0.000000
505,0.000000
506,0.000000
507,0.000000
508,0.250000
509,0.000000
51,0.000000
510,0.000000
511,0.000000
512,0.000000
513,1.000000
514,0.000000
515,0.000000
516,0.250000
517,0.027778
518,0.250000
519,0.000000
52,0.000000
520,0.031250
521,0.000000
522,0.090909
523,0.062500
524,0.000000
525,0.166667
526,1.000000
527,0.000000
528,0.000000
529,0.000000
53,0.000000
530,0.000000
531,0.028571
532,0.000000
533,0.000000
534,0.000000
535,0.000000
536,0.066667
537,0.500000
538,0.000000
539,0.333333
54,0.111111
540,0.000000
541,1.000000
542,0.058824
543,0.000000
544,0.000000
545,0.066667
546,1.000000
547,0.142857
548,0.100000
549,0.033333
55,0.000000
550,0.000000
551,0.166667
552,0.000000
553,0.500000
554,0.000000
555,0.000000
556,0.000000
557,0.023256
558,0.000000
559,0.000000
56,0.000000
560,0.000000
561,0.333333
562,0.500000
563,0.000000
564,0.000000
565,0.000000
566,0.000000
567,0.000000
568,0.043561
569,0.000000
57,0.055556
570,0.250000
571,0.500000
572,0.000000
573,0.031250
574,0.071429
575,0.000000
576,0.052632
577,0.500000
578,0.058824
579,0.000000
58,0.000000
580,0.000000
581,0.000000
582,0.500000
583,0.500000
584,0.000000
585,0.500000
586,0.000000
587,0.500000
588,0.100000
589,1.000000
59,0.000000
590,0.023256
591,0.000000
592,0.000000
593,0.000000
594,0.333333
595,0.000000
596,0.500000
6,0.166667
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.000000
65,0.000000
66,0.000000
67,0.000000
68,0.013158
69,0.000000
7,0.000000
70,0.000000
71,0.000000
72,0.000000
73,0.000000
74,0.010204
75,0.000000
76,0.000000
77,0.025641
78,0.000000
79,0.000000
8,0.041667
80,0.000000
81,0.500000
82,0.000000
83,0.058824
84,0.000000
85,0.000000
86,0.000000
87,0.031250
88,0.000000
89,0.062500
9,0.000000
90,0.034483
91,0.250000
92,0.000000
93,0.000000
94,0.000000
95,0.000000
96,0.025000
97,0.000000
98,0.000000
99,0.000000
